fecha,producto_id,cantidad_vendida,precio,stock_actual
2025-11-06,PROD-001,8,1291.86,75
2025-11-06,PROD-002,13,52.22,24
2025-11-06,PROD-003,16,128.03,0
2025-11-06,PROD-004,7,428.69,31
2025-11-06,PROD-005,10,77.88,17
2025-11-06,PROD-006,13,41.97,6
2025-11-06,PROD-007,10,208.61,30
2025-11-06,PROD-008,21,20.67,29
2025-11-06,PROD-009,0,57.82,72
2025-11-06,PROD-010,0,14.67,158
2025-11-07,PROD-001,9,1253.03,66
2025-11-07,PROD-002,8,51.02,16
2025-11-07,PROD-003,15,124.52,0
2025-11-07,PROD-004,6,439.01,25
2025-11-07,PROD-005,9,81.81,8
2025-11-07,PROD-006,8,40.1,0
2025-11-07,PROD-007,11,196.01,19
2025-11-07,PROD-008,23,19.09,6
2025-11-07,PROD-009,0,59.73,72
2025-11-07,PROD-010,0,14.41,158
2025-11-08,PROD-001,12,1237.13,54
2025-11-08,PROD-002,16,50.07,0
2025-11-08,PROD-003,20,129.07,0
2025-11-08,PROD-004,8,455.16,17
2025-11-08,PROD-005,10,81.3,0
2025-11-08,PROD-006,19,38.33,0
2025-11-08,PROD-007,14,200.51,5
2025-11-08,PROD-008,25,20.0,0
2025-11-08,PROD-009,0,59.33,72
2025-11-08,PROD-010,0,14.95,158
2025-11-09,PROD-001,7,1267.96,47
2025-11-09,PROD-002,9,47.57,0
2025-11-09,PROD-003,21,133.02,0
2025-11-09,PROD-004,7,455.76,10
2025-11-09,PROD-005,10,78.65,0
2025-11-09,PROD-006,9,38.17,0
2025-11-09,PROD-007,9,193.49,0
2025-11-09,PROD-008,22,20.55,0
2025-11-09,PROD-009,0,60.78,72
2025-11-09,PROD-010,0,15.46,158
2025-11-10,PROD-001,10,1294.49,37
2025-11-10,PROD-002,18,48.5,48
2025-11-10,PROD-003,17,135.62,50
2025-11-10,PROD-004,3,445.41,69
2025-11-10,PROD-005,9,82.02,32
2025-11-10,PROD-006,8,39.13,42
2025-11-10,PROD-007,10,196.63,71
2025-11-10,PROD-008,18,20.59,37
2025-11-10,PROD-009,0,59.63,72
2025-11-10,PROD-010,0,15.67,158
2025-11-11,PROD-001,7,1324.96,30
2025-11-11,PROD-002,17,49.33,31
2025-11-11,PROD-003,16,124.56,34
2025-11-11,PROD-004,5,446.59,64
2025-11-11,PROD-005,0,77.43,32
2025-11-11,PROD-006,16,39.17,26
2025-11-11,PROD-007,11,195.9,60
2025-11-11,PROD-008,23,19.88,14
2025-11-11,PROD-009,0,59.65,72
2025-11-11,PROD-010,0,14.91,158
2025-11-12,PROD-001,7,1314.92,23
2025-11-12,PROD-002,5,49.66,26
2025-11-12,PROD-003,12,124.24,22
2025-11-12,PROD-004,4,457.69,60
2025-11-12,PROD-005,5,81.99,27
2025-11-12,PROD-006,14,38.63,12
2025-11-12,PROD-007,14,203.55,46
2025-11-12,PROD-008,22,19.87,0
2025-11-12,PROD-009,0,60.86,72
2025-11-12,PROD-010,0,14.78,158
2025-11-13,PROD-001,8,1254.94,15
2025-11-13,PROD-002,14,49.74,12
2025-11-13,PROD-003,13,124.49,9
2025-11-13,PROD-004,7,433.69,53
2025-11-13,PROD-005,6,78.22,21
2025-11-13,PROD-006,14,41.83,0
2025-11-13,PROD-007,11,200.34,35
2025-11-13,PROD-008,20,20.82,0
2025-11-13,PROD-009,0,61.21,72
2025-11-13,PROD-010,0,14.56,158
2025-11-14,PROD-001,6,1364.81,9
2025-11-14,PROD-002,10,48.49,2
2025-11-14,PROD-003,16,125.73,0
2025-11-14,PROD-004,6,459.59,47
2025-11-14,PROD-005,12,83.73,9
2025-11-14,PROD-006,11,41.94,0
2025-11-14,PROD-007,8,200.99,27
2025-11-14,PROD-008,11,19.57,0
2025-11-14,PROD-009,0,61.25,72
2025-11-14,PROD-010,0,15.29,158
2025-11-15,PROD-001,11,1264.14,0
2025-11-15,PROD-002,23,52.42,0
2025-11-15,PROD-003,21,129.91,0
2025-11-15,PROD-004,7,443.73,40
2025-11-15,PROD-005,7,83.85,2
2025-11-15,PROD-006,13,38.51,0
2025-11-15,PROD-007,14,197.95,13
2025-11-15,PROD-008,24,20.42,0
2025-11-15,PROD-009,0,59.45,72
2025-11-15,PROD-010,0,15.1,158
2025-11-16,PROD-001,11,1244.63,0
2025-11-16,PROD-002,22,49.82,0
2025-11-16,PROD-003,19,134.27,0
2025-11-16,PROD-004,8,452.3,32
2025-11-16,PROD-005,6,77.02,0
2025-11-16,PROD-006,12,40.0,0
2025-11-16,PROD-007,16,200.35,0
2025-11-16,PROD-008,17,19.6,0
2025-11-16,PROD-009,0,58.34,72
2025-11-16,PROD-010,0,15.66,158
2025-11-17,PROD-001,6,1267.57,35
2025-11-17,PROD-002,14,52.27,70
2025-11-17,PROD-003,15,130.43,69
2025-11-17,PROD-004,8,456.33,86
2025-11-17,PROD-005,5,81.26,40
2025-11-17,PROD-006,9,41.6,76
2025-11-17,PROD-007,8,206.49,32
2025-11-17,PROD-008,31,19.15,31
2025-11-17,PROD-009,0,58.58,72
2025-11-17,PROD-010,0,14.56,158
2025-11-18,PROD-001,6,1238.93,29
2025-11-18,PROD-002,12,51.93,58
2025-11-18,PROD-003,11,127.42,58
2025-11-18,PROD-004,5,438.51,81
2025-11-18,PROD-005,8,79.62,32
2025-11-18,PROD-006,8,40.74,68
2025-11-18,PROD-007,11,199.28,21
2025-11-18,PROD-008,25,19.67,6
2025-11-18,PROD-009,0,58.91,72
2025-11-18,PROD-010,0,15.72,158
2025-11-19,PROD-001,7,1333.88,22
2025-11-19,PROD-002,18,50.06,40
2025-11-19,PROD-003,17,125.08,41
2025-11-19,PROD-004,6,447.72,75
2025-11-19,PROD-005,8,83.55,24
2025-11-19,PROD-006,12,41.45,56
2025-11-19,PROD-007,5,208.04,16
2025-11-19,PROD-008,27,20.62,0
2025-11-19,PROD-009,0,58.13,72
2025-11-19,PROD-010,0,14.48,158
2025-11-20,PROD-001,9,1349.27,13
2025-11-20,PROD-002,14,49.98,26
2025-11-20,PROD-003,18,129.43,23
2025-11-20,PROD-004,7,438.32,68
2025-11-20,PROD-005,7,78.24,17
2025-11-20,PROD-006,11,40.38,45
2025-11-20,PROD-007,12,195.71,4
2025-11-20,PROD-008,12,19.01,0
2025-11-20,PROD-009,0,58.58,72
2025-11-20,PROD-010,0,14.79,158
2025-11-21,PROD-001,7,1241.64,6
2025-11-21,PROD-002,15,50.3,11
2025-11-21,PROD-003,14,128.51,9
2025-11-21,PROD-004,7,447.76,61
2025-11-21,PROD-005,3,80.98,14
2025-11-21,PROD-006,9,40.43,36
2025-11-21,PROD-007,11,197.45,0
2025-11-21,PROD-008,21,20.96,0
2025-11-21,PROD-009,0,57.86,72
2025-11-21,PROD-010,0,15.14,158
2025-11-22,PROD-001,10,1240.05,0
2025-11-22,PROD-002,20,51.06,0
2025-11-22,PROD-003,22,125.43,0
2025-11-22,PROD-004,6,467.68,55
2025-11-22,PROD-005,13,78.54,1
2025-11-22,PROD-006,22,39.56,14
2025-11-22,PROD-007,10,201.86,0
2025-11-22,PROD-008,18,20.0,0
2025-11-22,PROD-009,0,60.37,72
2025-11-22,PROD-010,0,14.95,158
2025-11-23,PROD-001,11,1249.24,0
2025-11-23,PROD-002,19,49.57,0
2025-11-23,PROD-003,18,134.83,0
2025-11-23,PROD-004,10,455.81,45
2025-11-23,PROD-005,8,81.23,0
2025-11-23,PROD-006,13,41.88,1
2025-11-23,PROD-007,12,191.02,0
2025-11-23,PROD-008,23,19.95,0
2025-11-23,PROD-009,0,61.64,72
2025-11-23,PROD-010,0,14.81,158
2025-11-24,PROD-001,8,1358.26,66
2025-11-24,PROD-002,11,48.44,37
2025-11-24,PROD-003,13,132.47,56
2025-11-24,PROD-004,6,445.96,39
2025-11-24,PROD-005,8,81.81,77
2025-11-24,PROD-006,3,38.54,75
2025-11-24,PROD-007,10,199.56,72
2025-11-24,PROD-008,25,19.62,54
2025-11-24,PROD-009,0,59.04,72
2025-11-24,PROD-010,0,14.77,158
2025-11-25,PROD-001,8,1318.62,58
2025-11-25,PROD-002,7,50.96,30
2025-11-25,PROD-003,14,126.7,42
2025-11-25,PROD-004,5,452.6,34
2025-11-25,PROD-005,9,78.37,68
2025-11-25,PROD-006,21,39.15,54
2025-11-25,PROD-007,11,196.33,61
2025-11-25,PROD-008,29,19.69,25
2025-11-25,PROD-009,0,58.63,72
2025-11-25,PROD-010,0,14.42,158
2025-11-26,PROD-001,7,1362.41,51
2025-11-26,PROD-002,11,51.58,19
2025-11-26,PROD-003,21,127.27,21
2025-11-26,PROD-004,5,440.43,29
2025-11-26,PROD-005,7,79.53,61
2025-11-26,PROD-006,8,39.02,46
2025-11-26,PROD-007,9,200.76,52
2025-11-26,PROD-008,20,20.86,5
2025-11-26,PROD-009,0,60.68,72
2025-11-26,PROD-010,0,15.12,158
2025-11-27,PROD-001,8,1304.03,43
2025-11-27,PROD-002,21,50.68,0
2025-11-27,PROD-003,18,132.82,3
2025-11-27,PROD-004,6,432.01,23
2025-11-27,PROD-005,8,80.39,53
2025-11-27,PROD-006,11,41.71,35
2025-11-27,PROD-007,6,207.56,46
2025-11-27,PROD-008,27,19.94,0
2025-11-27,PROD-009,0,58.92,72
2025-11-27,PROD-010,0,15.21,158
2025-11-28,PROD-001,8,1309.63,35
2025-11-28,PROD-002,13,50.17,0
2025-11-28,PROD-003,14,135.36,0
2025-11-28,PROD-004,3,435.37,20
2025-11-28,PROD-005,9,83.35,44
2025-11-28,PROD-006,10,41.98,25
2025-11-28,PROD-007,8,208.72,38
2025-11-28,PROD-008,24,20.91,0
2025-11-28,PROD-009,0,57.05,72
2025-11-28,PROD-010,0,15.09,158
2025-11-29,PROD-001,13,1271.98,22
2025-11-29,PROD-002,27,52.44,0
2025-11-29,PROD-003,17,135.69,0
2025-11-29,PROD-004,7,465.79,13
2025-11-29,PROD-005,8,76.89,36
2025-11-29,PROD-006,16,38.64,9
2025-11-29,PROD-007,12,193.71,26
2025-11-29,PROD-008,27,20.46,0
2025-11-29,PROD-009,0,61.53,72
2025-11-29,PROD-010,0,14.5,158
2025-11-30,PROD-001,12,1342.5,10
2025-11-30,PROD-002,11,50.07,0
2025-11-30,PROD-003,24,125.89,0
2025-11-30,PROD-004,9,433.82,4
2025-11-30,PROD-005,9,78.08,27
2025-11-30,PROD-006,18,38.93,0
2025-11-30,PROD-007,13,196.03,13
2025-11-30,PROD-008,11,20.44,0
2025-11-30,PROD-009,0,61.15,72
2025-11-30,PROD-010,0,14.33,158
2025-12-01,PROD-001,8,1324.18,57
2025-12-01,PROD-002,17,51.34,75
2025-12-01,PROD-003,13,128.27,48
2025-12-01,PROD-004,4,437.35,44
2025-12-01,PROD-005,8,83.9,96
2025-12-01,PROD-006,13,39.65,53
2025-12-01,PROD-007,11,206.03,66
2025-12-01,PROD-008,17,20.51,43
2025-12-01,PROD-009,0,61.71,72
2025-12-01,PROD-010,0,15.03,158
2025-12-02,PROD-001,6,1354.23,51
2025-12-02,PROD-002,14,48.05,61
2025-12-02,PROD-003,18,126.12,30
2025-12-02,PROD-004,3,451.64,41
2025-12-02,PROD-005,10,79.52,86
2025-12-02,PROD-006,18,40.71,35
2025-12-02,PROD-007,13,207.97,53
2025-12-02,PROD-008,13,19.88,30
2025-12-02,PROD-009,0,59.48,72
2025-12-02,PROD-010,0,15.09,158
2025-12-03,PROD-001,5,1275.05,46
2025-12-03,PROD-002,12,47.6,49
2025-12-03,PROD-003,14,126.32,16
2025-12-03,PROD-004,6,430.78,35
2025-12-03,PROD-005,4,80.32,82
2025-12-03,PROD-006,14,38.23,21
2025-12-03,PROD-007,18,199.43,35
2025-12-03,PROD-008,9,19.56,21
2025-12-03,PROD-009,0,60.84,72
2025-12-03,PROD-010,0,15.33,158
2025-12-04,PROD-001,8,1350.86,38
2025-12-04,PROD-002,14,49.73,35
2025-12-04,PROD-003,17,124.53,0
2025-12-04,PROD-004,5,470.88,30
2025-12-04,PROD-005,8,82.87,74
2025-12-04,PROD-006,10,38.46,11
2025-12-04,PROD-007,16,192.54,19
2025-12-04,PROD-008,19,20.95,2
2025-12-04,PROD-009,0,62.86,72
2025-12-04,PROD-010,0,14.93,158
2025-12-05,PROD-001,7,1284.3,31
2025-12-05,PROD-002,10,48.64,25
2025-12-05,PROD-003,13,125.94,0
2025-12-05,PROD-004,6,466.87,24
2025-12-05,PROD-005,8,81.27,66
2025-12-05,PROD-006,11,40.45,0
2025-12-05,PROD-007,18,194.8,1
2025-12-05,PROD-008,15,19.13,0
2025-12-05,PROD-009,0,61.02,72
2025-12-05,PROD-010,0,15.55,158
2025-12-06,PROD-001,9,1292.06,22
2025-12-06,PROD-002,20,50.19,5
2025-12-06,PROD-003,19,125.31,0
2025-12-06,PROD-004,5,472.2,19
2025-12-06,PROD-005,10,80.6,56
2025-12-06,PROD-006,23,40.3,0
2025-12-06,PROD-007,18,194.73,0
2025-12-06,PROD-008,15,20.74,0
2025-12-06,PROD-009,0,59.47,72
2025-12-06,PROD-010,0,14.65,158
2025-12-07,PROD-001,7,1330.57,15
2025-12-07,PROD-002,17,48.37,0
2025-12-07,PROD-003,17,124.1,0
2025-12-07,PROD-004,6,442.99,13
2025-12-07,PROD-005,8,80.19,48
2025-12-07,PROD-006,12,40.78,0
2025-12-07,PROD-007,16,193.67,0
2025-12-07,PROD-008,28,20.07,0
2025-12-07,PROD-009,0,62.13,72
2025-12-07,PROD-010,0,14.46,158
2025-12-08,PROD-001,6,1360.8,65
2025-12-08,PROD-002,15,50.14,65
2025-12-08,PROD-003,13,131.9,51
2025-12-08,PROD-004,6,465.61,65
2025-12-08,PROD-005,11,77.51,37
2025-12-08,PROD-006,15,39.5,47
2025-12-08,PROD-007,13,193.75,34
2025-12-08,PROD-008,18,20.17,78
2025-12-08,PROD-009,0,58.24,72
2025-12-08,PROD-010,0,15.6,158
2025-12-09,PROD-001,6,1262.53,59
2025-12-09,PROD-002,24,48.44,41
2025-12-09,PROD-003,14,133.3,37
2025-12-09,PROD-004,4,468.64,61
2025-12-09,PROD-005,6,79.16,31
2025-12-09,PROD-006,6,38.95,41
2025-12-09,PROD-007,13,199.32,21
2025-12-09,PROD-008,24,20.29,54
2025-12-09,PROD-009,0,62.29,72
2025-12-09,PROD-010,0,14.94,158
2025-12-10,PROD-001,8,1334.0,51
2025-12-10,PROD-002,8,49.09,33
2025-12-10,PROD-003,15,124.08,22
2025-12-10,PROD-004,6,466.37,55
2025-12-10,PROD-005,7,80.42,24
2025-12-10,PROD-006,11,40.33,30
2025-12-10,PROD-007,13,193.91,8
2025-12-10,PROD-008,15,19.45,39
2025-12-10,PROD-009,0,60.29,72
2025-12-10,PROD-010,0,15.65,158
2025-12-11,PROD-001,6,1298.51,45
2025-12-11,PROD-002,21,51.11,12
2025-12-11,PROD-003,14,133.02,8
2025-12-11,PROD-004,4,443.34,51
2025-12-11,PROD-005,9,77.46,15
2025-12-11,PROD-006,15,41.55,15
2025-12-11,PROD-007,19,200.47,0
2025-12-11,PROD-008,19,20.67,20
2025-12-11,PROD-009,0,57.28,72
2025-12-11,PROD-010,0,14.25,158
2025-12-12,PROD-001,8,1243.83,37
2025-12-12,PROD-002,19,48.25,0
2025-12-12,PROD-003,15,124.28,0
2025-12-12,PROD-004,7,456.19,44
2025-12-12,PROD-005,12,81.26,3
2025-12-12,PROD-006,8,38.05,7
2025-12-12,PROD-007,11,190.33,0
2025-12-12,PROD-008,18,20.43,2
2025-12-12,PROD-009,0,60.0,72
2025-12-12,PROD-010,0,15.29,158
2025-12-13,PROD-001,6,1258.3,31
2025-12-13,PROD-002,24,52.08,0
2025-12-13,PROD-003,17,131.55,0
2025-12-13,PROD-004,7,438.85,37
2025-12-13,PROD-005,7,76.62,0
2025-12-13,PROD-006,20,41.83,0
2025-12-13,PROD-007,16,203.93,0
2025-12-13,PROD-008,27,19.59,0
2025-12-13,PROD-009,0,62.94,72
2025-12-13,PROD-010,0,15.21,158
2025-12-14,PROD-001,11,1284.02,20
2025-12-14,PROD-002,20,49.87,0
2025-12-14,PROD-003,16,124.57,0
2025-12-14,PROD-004,6,465.53,31
2025-12-14,PROD-005,9,83.81,0
2025-12-14,PROD-006,13,41.88,0
2025-12-14,PROD-007,21,194.59,0
2025-12-14,PROD-008,17,20.79,0
2025-12-14,PROD-009,0,58.62,72
2025-12-14,PROD-010,0,15.63,158
2025-12-15,PROD-001,7,1308.25,77
2025-12-15,PROD-002,11,48.39,32
2025-12-15,PROD-003,15,131.12,43
2025-12-15,PROD-004,5,464.42,104
2025-12-15,PROD-005,10,77.29,49
2025-12-15,PROD-006,4,40.26,45
2025-12-15,PROD-007,15,196.62,64
2025-12-15,PROD-008,12,20.47,78
2025-12-15,PROD-009,0,57.46,72
2025-12-15,PROD-010,0,15.36,158
2025-12-16,PROD-001,7,1265.17,70
2025-12-16,PROD-002,16,47.87,16
2025-12-16,PROD-003,11,131.23,32
2025-12-16,PROD-004,4,471.09,100
2025-12-16,PROD-005,6,82.26,43
2025-12-16,PROD-006,16,39.79,29
2025-12-16,PROD-007,14,197.5,50
2025-12-16,PROD-008,27,19.36,51
2025-12-16,PROD-009,0,61.62,72
2025-12-16,PROD-010,0,14.68,158
2025-12-17,PROD-001,7,1269.83,63
2025-12-17,PROD-002,16,49.39,0
2025-12-17,PROD-003,15,128.56,17
2025-12-17,PROD-004,5,443.72,95
2025-12-17,PROD-005,12,79.55,31
2025-12-17,PROD-006,16,41.04,13
2025-12-17,PROD-007,14,198.61,36
2025-12-17,PROD-008,21,20.1,30
2025-12-17,PROD-009,0,57.53,72
2025-12-17,PROD-010,0,15.07,158
2025-12-18,PROD-001,5,1347.27,58
2025-12-18,PROD-002,10,47.55,0
2025-12-18,PROD-003,10,132.91,7
2025-12-18,PROD-004,7,452.67,88
2025-12-18,PROD-005,9,80.16,22
2025-12-18,PROD-006,11,40.73,2
2025-12-18,PROD-007,14,195.36,22
2025-12-18,PROD-008,24,19.28,6
2025-12-18,PROD-009,0,58.79,72
2025-12-18,PROD-010,0,15.41,158
2025-12-19,PROD-001,5,1328.71,53
2025-12-19,PROD-002,23,49.97,0
2025-12-19,PROD-003,12,125.25,0
2025-12-19,PROD-004,5,427.8,83
2025-12-19,PROD-005,4,79.03,18
2025-12-19,PROD-006,16,41.44,0
2025-12-19,PROD-007,11,206.46,11
2025-12-19,PROD-008,22,20.29,0
2025-12-19,PROD-009,0,60.61,72
2025-12-19,PROD-010,0,15.28,158
2025-12-20,PROD-001,8,1286.76,45
2025-12-20,PROD-002,19,49.09,0
2025-12-20,PROD-003,19,136.07,0
2025-12-20,PROD-004,6,462.68,77
2025-12-20,PROD-005,9,82.28,9
2025-12-20,PROD-006,18,39.45,0
2025-12-20,PROD-007,19,209.93,0
2025-12-20,PROD-008,24,19.35,0
2025-12-20,PROD-009,0,61.35,72
2025-12-20,PROD-010,0,15.65,158
2025-12-21,PROD-001,10,1343.06,35
2025-12-21,PROD-002,27,47.84,0
2025-12-21,PROD-003,22,132.24,0
2025-12-21,PROD-004,6,433.75,71
2025-12-21,PROD-005,9,77.22,0
2025-12-21,PROD-006,18,39.68,0
2025-12-21,PROD-007,16,201.95,0
2025-12-21,PROD-008,30,20.15,0
2025-12-21,PROD-009,0,62.21,72
2025-12-21,PROD-010,0,14.87,158
2025-12-22,PROD-001,11,1351.4,98
2025-12-22,PROD-002,17,50.46,64
2025-12-22,PROD-003,16,132.04,45
2025-12-22,PROD-004,5,443.47,66
2025-12-22,PROD-005,7,81.41,71
2025-12-22,PROD-006,11,41.86,55
2025-12-22,PROD-007,12,190.2,36
2025-12-22,PROD-008,29,19.43,46
2025-12-22,PROD-009,0,61.12,72
2025-12-22,PROD-010,0,14.57,158
2025-12-23,PROD-001,6,1323.33,92
2025-12-23,PROD-002,18,50.94,46
2025-12-23,PROD-003,21,129.77,24
2025-12-23,PROD-004,9,440.78,57
2025-12-23,PROD-005,8,82.64,63
2025-12-23,PROD-006,11,40.91,44
2025-12-23,PROD-007,12,205.68,24
2025-12-23,PROD-008,24,20.03,22
2025-12-23,PROD-009,0,61.32,72
2025-12-23,PROD-010,0,14.92,158
2025-12-24,PROD-001,7,1327.39,85
2025-12-24,PROD-002,15,47.6,31
2025-12-24,PROD-003,14,133.89,10
2025-12-24,PROD-004,6,469.34,51
2025-12-24,PROD-005,7,80.41,56
2025-12-24,PROD-006,7,39.31,37
2025-12-24,PROD-007,11,205.94,13
2025-12-24,PROD-008,22,20.25,0
2025-12-24,PROD-009,0,59.36,72
2025-12-24,PROD-010,0,15.35,158
2025-12-25,PROD-001,8,1290.83,77
2025-12-25,PROD-002,11,47.51,20
2025-12-25,PROD-003,15,132.64,0
2025-12-25,PROD-004,6,463.31,45
2025-12-25,PROD-005,4,80.29,52
2025-12-25,PROD-006,8,39.45,29
2025-12-25,PROD-007,14,203.4,0
2025-12-25,PROD-008,22,19.97,0
2025-12-25,PROD-009,0,59.32,72
2025-12-25,PROD-010,0,14.83,158
2025-12-26,PROD-001,8,1294.51,69
2025-12-26,PROD-002,17,48.35,3
2025-12-26,PROD-003,12,135.43,0
2025-12-26,PROD-004,4,454.05,41
2025-12-26,PROD-005,7,77.9,45
2025-12-26,PROD-006,9,38.46,20
2025-12-26,PROD-007,13,197.76,0
2025-12-26,PROD-008,22,20.18,0
2025-12-26,PROD-009,0,59.91,72
2025-12-26,PROD-010,0,15.05,158
2025-12-27,PROD-001,12,1257.51,57
2025-12-27,PROD-002,14,48.32,0
2025-12-27,PROD-003,19,134.44,0
2025-12-27,PROD-004,8,455.36,33
2025-12-27,PROD-005,14,79.87,31
2025-12-27,PROD-006,8,38.77,12
2025-12-27,PROD-007,16,203.05,0
2025-12-27,PROD-008,31,19.81,0
2025-12-27,PROD-009,0,59.65,72
2025-12-27,PROD-010,0,14.49,158
2025-12-28,PROD-001,7,1263.66,50
2025-12-28,PROD-002,16,47.65,0
2025-12-28,PROD-003,19,133.64,0
2025-12-28,PROD-004,8,452.94,25
2025-12-28,PROD-005,10,80.08,21
2025-12-28,PROD-006,11,40.28,1
2025-12-28,PROD-007,17,209.81,0
2025-12-28,PROD-008,33,20.07,0
2025-12-28,PROD-009,0,59.64,72
2025-12-28,PROD-010,0,14.57,158
2025-12-29,PROD-001,5,1319.97,45
2025-12-29,PROD-002,18,48.98,45
2025-12-29,PROD-003,18,134.7,52
2025-12-29,PROD-004,5,447.25,55
2025-12-29,PROD-005,12,77.67,54
2025-12-29,PROD-006,11,40.34,77
2025-12-29,PROD-007,12,198.55,70
2025-12-29,PROD-008,27,19.27,69
2025-12-29,PROD-009,0,57.35,72
2025-12-29,PROD-010,0,14.77,158
2025-12-30,PROD-001,7,1277.07,38
2025-12-30,PROD-002,20,51.01,25
2025-12-30,PROD-003,14,134.64,38
2025-12-30,PROD-004,6,471.84,49
2025-12-30,PROD-005,7,83.69,47
2025-12-30,PROD-006,10,41.13,67
2025-12-30,PROD-007,19,207.33,51
2025-12-30,PROD-008,10,19.24,59
2025-12-30,PROD-009,0,61.26,72
2025-12-30,PROD-010,0,15.48,158
2025-12-31,PROD-001,7,1298.62,31
2025-12-31,PROD-002,8,50.38,17
2025-12-31,PROD-003,14,129.37,24
2025-12-31,PROD-004,7,456.0,42
2025-12-31,PROD-005,8,80.11,39
2025-12-31,PROD-006,10,39.1,57
2025-12-31,PROD-007,15,208.99,36
2025-12-31,PROD-008,17,19.64,42
2025-12-31,PROD-009,0,61.39,72
2025-12-31,PROD-010,0,15.34,158
2026-01-01,PROD-001,4,1281.56,27
2026-01-01,PROD-002,16,47.81,1
2026-01-01,PROD-003,11,129.08,13
2026-01-01,PROD-004,5,437.02,37
2026-01-01,PROD-005,7,78.69,32
2026-01-01,PROD-006,18,40.3,39
2026-01-01,PROD-007,2,196.86,34
2026-01-01,PROD-008,17,20.35,25
2026-01-01,PROD-009,0,61.69,72
2026-01-01,PROD-010,0,14.93,158
2026-01-02,PROD-001,9,1292.36,18
2026-01-02,PROD-002,21,47.49,0
2026-01-02,PROD-003,15,132.44,0
2026-01-02,PROD-004,5,433.43,32
2026-01-02,PROD-005,7,83.45,25
2026-01-02,PROD-006,10,39.09,29
2026-01-02,PROD-007,4,197.43,30
2026-01-02,PROD-008,16,20.8,9
2026-01-02,PROD-009,0,58.82,72
2026-01-02,PROD-010,0,15.29,158
2026-01-03,PROD-001,9,1326.47,9
2026-01-03,PROD-002,26,47.5,0
2026-01-03,PROD-003,16,126.43,0
2026-01-03,PROD-004,7,458.09,25
2026-01-03,PROD-005,14,82.53,11
2026-01-03,PROD-006,15,41.94,14
2026-01-03,PROD-007,5,191.41,25
2026-01-03,PROD-008,27,19.76,0
2026-01-03,PROD-009,0,58.87,72
2026-01-03,PROD-010,0,15.56,158
2026-01-04,PROD-001,10,1332.9,0
2026-01-04,PROD-002,25,48.16,0
2026-01-04,PROD-003,19,130.39,0
2026-01-04,PROD-004,7,427.87,18
2026-01-04,PROD-005,8,81.77,3
2026-01-04,PROD-006,12,40.5,2
2026-01-04,PROD-007,7,203.72,18
2026-01-04,PROD-008,31,20.71,0
2026-01-04,PROD-009,0,61.5,72
2026-01-04,PROD-010,0,15.12,158
2026-01-05,PROD-001,4,1337.83,50
2026-01-05,PROD-002,22,48.88,45
2026-01-05,PROD-003,17,132.87,68
2026-01-05,PROD-004,6,462.54,60
2026-01-05,PROD-005,6,83.0,72
2026-01-05,PROD-006,5,40.06,43
2026-01-05,PROD-007,1,202.91,65
2026-01-05,PROD-008,19,20.79,80
2026-01-05,PROD-009,0,57.67,72
2026-01-05,PROD-010,0,14.99,158
2026-01-06,PROD-001,5,1362.09,45
2026-01-06,PROD-002,11,52.42,34
2026-01-06,PROD-003,15,134.68,53
2026-01-06,PROD-004,5,453.07,55
2026-01-06,PROD-005,5,82.09,67
2026-01-06,PROD-006,16,41.81,27
2026-01-06,PROD-007,4,191.34,61
2026-01-06,PROD-008,18,19.51,62
2026-01-06,PROD-009,0,61.73,72
2026-01-06,PROD-010,0,15.0,158
2026-01-07,PROD-001,5,1289.0,40
2026-01-07,PROD-002,11,51.0,23
2026-01-07,PROD-003,17,131.5,36
2026-01-07,PROD-004,6,439.98,49
2026-01-07,PROD-005,6,77.62,61
2026-01-07,PROD-006,16,41.22,11
2026-01-07,PROD-007,2,202.68,59
2026-01-07,PROD-008,18,20.66,44
2026-01-07,PROD-009,0,61.18,72
2026-01-07,PROD-010,0,15.33,158
2026-01-08,PROD-001,7,1246.2,33
2026-01-08,PROD-002,13,49.66,10
2026-01-08,PROD-003,10,127.51,26
2026-01-08,PROD-004,6,460.87,43
2026-01-08,PROD-005,7,81.65,54
2026-01-08,PROD-006,10,40.8,1
2026-01-08,PROD-007,7,200.45,52
2026-01-08,PROD-008,32,20.56,12
2026-01-08,PROD-009,0,57.75,72
2026-01-08,PROD-010,0,15.41,158
2026-01-09,PROD-001,6,1335.28,27
2026-01-09,PROD-002,24,47.64,0
2026-01-09,PROD-003,14,124.32,12
2026-01-09,PROD-004,4,459.54,39
2026-01-09,PROD-005,7,79.63,47
2026-01-09,PROD-006,11,39.43,0
2026-01-09,PROD-007,2,197.34,50
2026-01-09,PROD-008,20,19.5,0
2026-01-09,PROD-009,0,61.33,72
2026-01-09,PROD-010,0,14.58,158
2026-01-10,PROD-001,8,1347.17,19
2026-01-10,PROD-002,19,48.71,0
2026-01-10,PROD-003,15,125.44,0
2026-01-10,PROD-004,7,469.39,32
2026-01-10,PROD-005,12,83.3,35
2026-01-10,PROD-006,12,40.95,0
2026-01-10,PROD-007,4,198.32,46
2026-01-10,PROD-008,28,20.43,0
2026-01-10,PROD-009,0,59.23,72
2026-01-10,PROD-010,0,14.99,158
2026-01-11,PROD-001,9,1339.55,10
2026-01-11,PROD-002,17,52.4,0
